Living Type,House,Diet,How Often Water,Heating Energy Source,Transport,Buying Activity,Frequency Traveling Air,Waste Bag Weekly Count,Energy Efficiency,Recycling,Cooking With,Total,Vehicle Monthly Distance
no,small,omnivore,3,gas,gasoline,10,10,6,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],97,6254
yes,large,vegan,7,coal,bikewalk,5,10,3,Yes,"['Paper', 'Glass']",['Oven'],30,93
no,large,omnivore,7,gas,bikewalk,5,5,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",10,86
yes,small,pescatarian,7,gas,public,5,5,7,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",34,357
yes,small,vegan,3,gas,gasoline,10,10,7,Yes,"['Plastic', 'Metal']",['Stove'],103,8725
yes,small,vegetarian,7,gas,public,5,10,5,Yes,['Paper'],"['Stove', 'Oven']",70,1753
yes,large,omnivore,7,gas,bikewalk,5,10,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",34,45
no,small,vegan,7,coal,public,5,5,5,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",60,292
yes,large,vegetarian,3,coal,public,10,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",73,1739
yes,small,omnivore,3,electricity,bikewalk,5,10,6,No,['Paper'],"['Stove', 'Microwave']",55,2
yes,large,omnivore,7,gas,bikewalk,10,10,3,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",26,38
yes,small,pescatarian,3,electricity,public,5,5,1,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",13,970
yes,small,vegan,7,gas,gasoline,10,5,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],70,8616
no,small,pescatarian,7,coal,public,5,10,3,Yes,"['Paper', 'Metal']",['Stove'],64,635
no,large,omnivore,7,coal,gasoline,10,5,1,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",98,2914
no,small,pescatarian,7,electricity,bikewalk,5,5,3,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",20,92
no,large,vegan,7,electricity,bikewalk,10,5,6,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",16,67
yes,large,pescatarian,7,electricity,gasoline,10,10,5,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",124,6972
yes,large,pescatarian,7,gas,gasoline,5,10,3,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",106,9812
no,small,omnivore,3,gas,public,10,10,7,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",91,1057
no,small,pescatarian,7,gas,gasoline,10,5,1,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",84,3295
no,large,omnivore,7,coal,bikewalk,10,10,1,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",58,97
no,large,omnivore,7,gas,gasoline,5,5,6,No,['Paper'],"['Grill', 'Airfryer']",116,9705
no,large,vegan,3,gas,gasoline,10,5,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",91,3105
yes,small,omnivore,7,gas,bikewalk,10,5,1,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",-6,6
yes,small,vegetarian,7,electricity,bikewalk,10,10,2,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",-4,34
no,small,pescatarian,7,gas,public,10,10,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",64,1328
no,small,omnivore,3,coal,electric,10,5,7,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",55,779
yes,large,vegan,7,gas,electric,5,5,4,Yes,['Paper'],['Microwave'],20,913
yes,large,pescatarian,7,gas,electric,5,5,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",26,5464
no,small,pescatarian,7,gas,electric,5,5,6,Yes,['Paper'],"['Grill', 'Airfryer']",48,3912
yes,large,omnivore,7,gas,electric,10,5,7,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",46,89
yes,large,omnivore,7,gas,electric,5,10,5,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",82,4359
yes,large,pescatarian,7,coal,electric,5,5,7,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",80,7873
no,small,pescatarian,7,gas,electric,5,5,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",16,374
yes,large,vegetarian,3,gas,gasoline,10,5,1,No,['Glass'],"['Stove', 'Microwave']",81,1218
yes,large,omnivore,3,gas,bikewalk,10,5,1,No,"['Paper', 'Plastic']",['Oven'],15,1
yes,small,omnivore,7,gas,public,5,5,7,Yes,['Paper'],['Microwave'],40,638
no,large,omnivore,7,gas,gasoline,10,5,4,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",86,8641
no,small,omnivore,7,coal,bikewalk,5,5,5,No,['Plastic'],"['Grill', 'Airfryer']",60,46
yes,large,vegetarian,3,gas,gasoline,5,5,1,Yes,[‘Paper'],['Oven'],51,2871
yes,large,omnivore,7,coal,public,10,10,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",52,978
no,large,omnivore,7,gas,public,10,10,1,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",62,1585
no,large,vegan,7,gas,bikewalk,10,5,2,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2,92
no,large,vegetarian,3,coal,gasoline,10,10,4,No,"['Plastic', 'Glass', 'Metal']",['Stove'],123,4197
no,large,vegan,7,electricity,public,10,10,4,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",56,199
no,large,omnivore,7,coal,public,5,10,4,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",58,732
no,small,vegan,7,gas,public,5,10,6,Yes,['Plastic'],['Oven'],64,584
no,small,pescatarian,7,gas,public,10,10,4,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],44,476
yes,large,omnivore,7,electricity,public,5,10,4,Yes,"['Glass', 'Metal']",['Oven'],36,1507
no,small,vegetarian,7,gas,gasoline,5,5,5,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",78,6915
no,large,vegan,3,coal,public,10,5,4,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",47,133
no,small,vegetarian,7,coal,bikewalk,5,5,1,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",8,9
yes,large,vegan,7,electricity,bikewalk,10,5,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",36,34
no,small,vegetarian,7,coal,gasoline,10,10,2,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",82,9359
no,large,pescatarian,7,gas,bikewalk,5,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",-8,62
no,small,vegan,7,gas,public,10,5,3,No,"['Glass', 'Metal']",['Oven'],44,1681
no,small,vegetarian,7,coal,bikewalk,5,5,3,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],8,93
no,small,omnivore,3,coal,bikewalk,10,10,1,No,"['Glass', 'Metal']",['Microwave'],41,56
yes,large,pescatarian,3,coal,gasoline,10,10,7,Yes,['Metal'],"['Stove', 'Microwave']",123,3509
yes,large,vegetarian,7,gas,bikewalk,5,5,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",10,37
no,small,omnivore,7,coal,gasoline,10,10,2,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",90,6731
no,large,vegetarian,7,coal,public,5,5,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",30,1388
no,small,vegetarian,3,electricity,gasoline,10,10,7,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",107,159
no,small,vegetarian,7,coal,gasoline,10,5,5,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",118,7976
yes,small,omnivore,7,electricity,public,10,5,7,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",30,1032
no,small,vegan,7,coal,public,10,5,6,No,"['Paper', 'Plastic', 'Metal']",['Oven'],70,1351
yes,large,vegetarian,3,gas,public,10,10,2,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",45,436
no,large,vegan,3,gas,gasoline,10,5,4,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",75,4595
no,small,vegetarian,3,gas,public,10,5,4,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],27,770
yes,large,omnivore,3,gas,public,10,5,2,No,['Metal'],['Microwave'],35,1632
yes,large,pescatarian,3,gas,public,5,5,5,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",45,69
yes,small,pescatarian,7,electricity,public,10,5,4,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",42,1876
no,small,vegan,7,coal,public,10,5,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",40,158
yes,large,omnivore,7,coal,public,5,10,6,Yes,"['Glass', 'Metal']",['Oven'],76,838
yes,small,vegetarian,7,electricity,gasoline,10,5,7,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",96,2723
no,large,vegan,7,electricity,public,5,10,2,Yes,['Paper'],['Microwave'],26,593
no,large,vegan,7,gas,gasoline,10,5,5,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],86,4910
yes,large,omnivore,7,gas,electric,5,5,7,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",52,61
no,large,omnivore,7,coal,electric,10,5,2,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",32,54
yes,small,pescatarian,7,gas,electric,10,5,2,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",16,4425
yes,small,omnivore,7,coal,electric,5,10,6,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",70,85
yes,large,vegetarian,7,coal,electric,10,5,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",58,7434
yes,small,omnivore,3,electricity,electric,5,10,1,No,"['Paper', 'Metal']","['Oven', 'Microwave']",31,7258
yes,small,vegan,7,gas,electric,5,5,5,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",44,7
yes,small,vegetarian,7,coal,electric,10,10,3,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",76,74
no,small,vegan,7,electricity,gasoline,10,5,5,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",100,37
yes,small,vegan,7,coal,gasoline,10,5,1,Yes,"['Glass', 'Metal']",['Microwave'],54,1170
no,small,omnivore,7,gas,gasoline,5,5,2,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],48,6890
yes,small,vegan,3,coal,public,10,5,4,Yes,['Metal'],"['Stove', 'Oven']",37,506
no,small,omnivore,7,gas,bikewalk,10,5,6,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",40,99
yes,large,vegetarian,7,gas,gasoline,5,5,6,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",88,1695
yes,large,pescatarian,7,electricity,gasoline,5,10,4,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",84,5671
no,large,omnivore,7,electricity,gasoline,10,5,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",88,8553
no,small,pescatarian,7,coal,public,10,5,7,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",68,1418
no,large,pescatarian,7,electricity,public,5,5,3,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",26,382
no,large,omnivore,7,gas,gasoline,10,5,6,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",92,5005
no,large,vegetarian,7,electricity,bikewalk,10,10,4,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",44,77
no,small,vegetarian,7,electricity,public,10,5,2,Yes,['Paper'],['Stove'],20,194
no,small,vegetarian,7,gas,public,5,10,6,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",54,1446
no,large,vegan,7,coal,bikewalk,10,10,6,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",56,58
yes,large,vegan,3,gas,gasoline,5,5,2,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",61,7570
no,large,vegan,7,gas,gasoline,10,5,2,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",56,8298
yes,large,pescatarian,7,coal,gasoline,10,10,1,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",90,3216
yes,large,omnivore,7,coal,gasoline,10,5,3,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],86,9945
no,small,pescatarian,3,gas,public,10,5,6,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",39,499
no,large,vegan,7,gas,public,10,10,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",52,1426
yes,small,omnivore,7,coal,gasoline,5,10,5,Yes,"['Paper', 'Plastic']",['Stove'],120,95
yes,large,vegan,7,coal,gasoline,10,10,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",120,1467
no,large,pescatarian,7,coal,hybrid,10,5,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",65,1172
no,large,vegetarian,7,electricity,hybrid,10,5,7,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",77,1212
no,small,omnivore,7,electricity,hybrid,10,10,6,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",91,99
no,small,pescatarian,7,electricity,hybrid,5,5,2,Yes,"['Paper', 'Metal']",['Oven'],9,2787
no,small,omnivore,7,gas,hybrid,10,5,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",41,7
no,small,omnivore,7,electricity,hybrid,10,10,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",37,3347
no,large,vegan,7,electricity,hybrid,5,10,7,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",67,1475
yes,large,pescatarian,3,gas,hybrid,10,10,7,No,"['Glass', 'Metal']",['Oven'],88,1873
no,large,vegan,7,gas,electric,5,10,2,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",36,1661
no,small,omnivore,3,coal,electric,5,10,2,No,"['Paper', 'Plastic', 'Metal']",['Oven'],57,774
no,small,vegan,7,electricity,electric,10,10,2,No,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",58,1043
yes,large,pescatarian,7,electricity,electric,10,10,4,Yes,"['Paper', 'Metal']",['Oven'],38,9006
yes,small,vegan,7,gas,electric,5,10,2,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",54,15
yes,small,vegetarian,7,gas,electric,10,5,5,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",56,1199
yes,large,vegetarian,3,coal,bikewalk,5,10,2,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",47,20
no,small,vegan,7,gas,gasoline,10,5,3,No,"['Paper', 'Glass', 'Metal']",['Stove'],90,4058
no,small,vegan,3,gas,bikewalk,5,10,4,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",21,95
yes,small,omnivore,3,coal,bikewalk,5,10,5,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",45,71
yes,large,vegetarian,7,electricity,public,10,10,5,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",82,1603
yes,large,pescatarian,7,gas,public,10,10,2,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",42,1595
yes,small,vegan,7,coal,bikewalk,10,10,4,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",42,92
no,large,vegetarian,7,gas,bikewalk,10,10,3,No,"['Glass', 'Metal']",['Oven'],52,80
yes,small,vegetarian,7,electricity,bikewalk,10,10,3,Yes,['Paper'],"['Grill', 'Airfryer']",14,21
no,large,omnivore,3,electricity,bikewalk,10,10,3,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",37,31
no,small,pescatarian,7,gas,bikewalk,10,10,2,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",24,3
yes,small,vegetarian,7,coal,gasoline,10,5,1,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",70,2698
no,large,pescatarian,3,gas,gasoline,10,5,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",99,1580
yes,large,omnivore,3,gas,gasoline,5,5,3,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",61,5541
yes,large,omnivore,7,electricity,gasoline,10,5,2,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",64,7014
no,small,omnivore,7,coal,public,10,10,5,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",72,1122
yes,small,vegan,3,coal,gasoline,10,5,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",69,1644
no,large,vegetarian,7,gas,public,5,5,3,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",32,1854
no,small,pescatarian,7,gas,bikewalk,10,10,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",58,72
yes,small,vegan,7,electricity,gasoline,10,10,2,Yes,"['Plastic', 'Metal']",['Stove'],68,4383
yes,large,pescatarian,7,coal,bikewalk,5,10,7,Yes,"['Paper', 'Metal']",['Stove'],64,69
no,large,omnivore,7,gas,gasoline,10,5,4,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",106,5954
no,small,vegetarian,3,gas,gasoline,10,5,4,Yes,['Paper'],['Stove'],75,9258
yes,small,vegan,7,gas,gasoline,5,10,1,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],60,2041
no,small,omnivore,7,coal,gasoline,10,5,7,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",106,2033
yes,large,vegetarian,7,gas,public,5,10,7,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",88,1958
yes,small,vegetarian,7,coal,bikewalk,10,10,5,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",50,58
no,small,vegan,3,coal,electric,5,10,4,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",71,92
no,large,vegetarian,7,coal,electric,5,10,1,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",48,93
no,large,omnivore,7,gas,electric,10,5,5,No,['Paper'],"['Grill', 'Airfryer']",80,7926
yes,small,omnivore,7,electricity,electric,5,10,7,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",66,1988
yes,small,vegetarian,7,gas,electric,10,10,4,No,"['Paper', 'Metal']",['Microwave'],56,757
no,large,omnivore,7,coal,electric,10,5,6,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",76,8497
yes,large,pescatarian,7,gas,electric,5,10,4,No,"['Plastic', 'Glass']","['Oven', 'Microwave']",60,62
no,large,vegan,7,gas,electric,5,5,3,Yes,['Glass'],"['Stove', 'Microwave']",36,5323
yes,small,vegetarian,7,electricity,gasoline,10,10,5,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],82,17
yes,small,vegan,7,gas,public,5,10,2,Yes,['Paper'],['Oven'],28,5
no,large,pescatarian,7,coal,public,10,5,1,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],30,1997
yes,small,vegan,7,gas,gasoline,10,10,7,Yes,['Metal'],['Oven'],102,7153
no,small,omnivore,7,gas,public,10,5,2,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",16,1301
no,small,vegan,7,coal,gasoline,10,10,7,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",116,2864
yes,small,vegan,3,coal,gasoline,5,5,3,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],55,6029
no,small,pescatarian,7,gas,gasoline,10,10,7,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",104,825
yes,small,pescatarian,7,coal,public,5,10,6,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",68,660
no,large,pescatarian,3,gas,public,10,10,2,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",31,967
yes,small,omnivore,7,electricity,public,5,5,3,Yes,['Plastic'],['Microwave'],10,1111
yes,small,vegan,7,electricity,public,10,10,4,No,"['Paper', 'Metal']",['Oven'],48,884
no,small,vegan,7,coal,gasoline,5,10,6,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",110,704
no,large,omnivore,7,gas,gasoline,10,5,5,Yes,"['Paper', 'Metal']",['Oven'],96,2514
yes,large,omnivore,7,gas,gasoline,5,10,2,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",92,3208
no,small,pescatarian,7,electricity,public,5,10,1,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",30,1954
no,large,vegetarian,7,gas,bikewalk,10,5,6,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",38,92
yes,small,omnivore,7,gas,public,5,5,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],12,1438
yes,large,vegan,7,gas,public,10,10,7,Yes,"['Paper', 'Glass']",['Microwave'],60,1923
yes,small,pescatarian,7,gas,public,5,10,4,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",44,846
yes,large,omnivore,3,coal,bikewalk,5,5,5,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",31,65
yes,large,omnivore,7,electricity,bikewalk,5,10,3,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",22,41
yes,small,pescatarian,7,coal,public,10,5,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],34,635
no,large,vegetarian,7,electricity,gasoline,5,5,4,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",68,9842
yes,large,pescatarian,7,gas,bikewalk,5,10,1,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",36,77
no,small,omnivore,7,electricity,gasoline,5,5,7,No,['Glass'],['Microwave'],96,7953
yes,small,vegetarian,3,coal,bikewalk,5,10,3,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",51,48
no,large,pescatarian,7,gas,bikewalk,10,5,7,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",30,86
yes,small,pescatarian,7,electricity,bikewalk,10,10,4,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",22,18
no,large,vegetarian,7,coal,bikewalk,10,5,5,Yes,['Plastic'],"['Stove', 'Oven']",56,65
no,large,omnivore,7,coal,gasoline,10,10,6,No,"['Paper', 'Glass', 'Metal']",['Oven'],142,1844
no,large,pescatarian,7,electricity,bikewalk,10,5,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",26,91
no,small,omnivore,7,electricity,public,10,5,6,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],36,1749
yes,small,pescatarian,7,gas,gasoline,10,10,6,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",112,4397
no,large,vegetarian,3,gas,public,10,10,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",69,1008
yes,small,vegan,3,gas,bikewalk,10,10,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],25,19
yes,large,pescatarian,7,coal,gasoline,5,10,6,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",116,6419
no,large,vegetarian,7,electricity,bikewalk,10,5,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",28,95
no,large,vegan,7,gas,bikewalk,5,10,5,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",46,8
yes,large,pescatarian,7,coal,gasoline,10,10,4,No,['Metal'],['Microwave'],118,7008
no,small,vegan,3,electricity,public,10,10,7,No,['Metal'],"['Stove', 'Microwave']",79,1601
yes,large,pescatarian,3,electricity,bikewalk,10,5,7,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",39,0
no,small,vegan,7,electricity,gasoline,5,5,3,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",60,1072
no,large,vegetarian,7,coal,public,10,10,6,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",108,695
no,large,omnivore,7,coal,bikewalk,5,5,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",0,42
yes,small,vegan,7,gas,gasoline,10,5,3,Yes,['Glass'],['Oven'],62,9316
yes,small,vegetarian,3,gas,gasoline,10,10,5,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",115,9507
no,small,vegetarian,7,gas,public,10,10,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],58,1635
no,large,vegetarian,3,coal,public,10,10,5,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",99,810
no,large,vegetarian,7,gas,gasoline,10,5,6,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",104,1899
no,small,vegetarian,7,coal,public,10,10,5,No,"['Paper', 'Glass', 'Metal']",['Microwave'],88,103
